pathway,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
Metabolism of xenobiotics by cytochrome P450,0.44440916060444224,0.37674218544670823,0.4342471450568742,0.47845164074499097,0.4607776674521015,0.43306848926590746,0.4313786199041691,0.40841627193899116,0.4058999758574138,0.4727939318071363,0.45081421824650836,0.45674094559327927,0.3643258566772345,0.4496771549661723,0.43098328584745704,0.4606836122076087,0.39782399175845273,0.3646920664551429,0.4850397354360776,0.4337485244076953
MicroRNAs in cancer,0.6505622037216959,0.6635970885299299,0.6740428522063528,0.6589705994109383,0.6542228833039095,0.6509983130207915,0.6360864821043408,0.6331411834530487,0.6342819237732751,0.6838710738253425,0.653013854459201,0.6913581398869469,0.6609991609365854,0.6700607597662838,0.6595354339157994,0.654312249977219,0.635366883721356,0.6484137062453602,0.6505311635264958,0.6305485200172972
Mineral absorption,0.18178318764285714,0.3241677515714286,0.251791454,0.13408813807142858,0.1535760977142857,0.10979233499999999,0.35849594185714284,0.1619183485,0.3513526959999999,0.28591214621428573,0.3257454389285714,0.3429153989285714,0.3290171642857143,0.36966512592857137,0.2816283420714286,0.28766681771428576,0.2404186792857143,0.3056332332857143,0.3141371185714286,0.37708112699999996
Morphine addiction,0.16349229169306442,0.14762493525402984,0.23611610489774282,0.14147177406784492,0.16813185912256248,0.1779214532556495,0.1630304032019635,0.19198693198295005,0.2230742127554698,0.20059995540733944,0.17211868231863955,0.19641500269859785,0.20428415638612515,0.19155222535071065,0.20355035322506623,0.20196772592066853,0.23099993132911,0.15198372253879996,0.16651004683886247,0.2125148978069646
NAcute myeloid leukemia,0.352030702435753,0.47644065016664194,0.40711046169048254,0.3708196184219646,0.40940867311457174,0.34225870788566304,0.4281981957619794,0.44580599621404404,0.48221728523745444,0.42984662499678766,0.4850803140839163,0.4100142426553937,0.4261045445136299,0.47846470588663054,0.48604230485173483,0.47337904795393243,0.47388278794909916,0.44551272601869846,0.5094428386655725,0.4390142662907175
NAdipocytokine signaling pathway,0.5276053726740929,0.4930531491206703,0.5465507249479757,0.4691475912725514,0.534002239065467,0.5064644897412863,0.5840878766940576,0.5779674152166809,0.5657201660052823,0.573114356781388,0.4570237861252835,0.5510964222035504,0.5325104073669439,0.5168312449900657,0.5470696254549859,0.5665726634730306,0.5072098610558607,0.4827309753170676,0.47903541567921815,0.5330371535972515
NAdrenergic signaling in cardiomyocytes,0.29505622705434265,0.27961306960701565,0.3337031636755674,0.2804997851623261,0.3117790836958222,0.3104824609472591,0.31799728966663965,0.3272954653919988,0.3073666623440788,0.31073576417659476,0.3098754939875575,0.3275668936727162,0.29565521603808564,0.3150931650328474,0.33552211043835556,0.31349509455646524,0.3326541113985752,0.3097303203489414,0.2838320035041754,0.28397397615855485
NAldosterone synthesis and secretion,0.2147758867187379,0.18420232472721557,0.21544120742055675,0.23007873758702235,0.2698872010511691,0.24412738114333926,0.2468454532951742,0.24311036090914642,0.23992681980372715,0.300606414728151,0.3144591874990019,0.29419075850119464,0.24443601048356042,0.29115310249249543,0.318640409562769,0.30646089947672844,0.3023360542738559,0.23293337474402362,0.21347313076966468,0.30513348406948915
NAlzheimer disease,0.3838681299249717,0.39669089480600855,0.3291605309369174,0.34364791133709477,0.3768606240917655,0.37412845943497935,0.3546625144035458,0.41979344887192255,0.4142808072424068,0.4038606841466428,0.421870453850194,0.376156105975731,0.3733201968434578,0.37860197365018033,0.4356733174366809,0.4626192598554909,0.4084485310350652,0.31009261938428384,0.3907522251235952,0.4391485820443754
NAmyotrophic lateral sclerosis,0.5193856239394651,0.4792195227605959,0.499094647934347,0.5595066713900027,0.5814446605868167,0.5106374160797833,0.548618651636304,0.5160073497750995,0.4434581618614117,0.4697115220787748,0.5663160074006847,0.44982234554192263,0.4704841540364623,0.4607758153955488,0.4648537532480906,0.5401923505810596,0.4280436614518789,0.4354631011697309,0.449368813700707,0.45699659305454204
NAntigen processing and presentation,0.41690422851714853,0.1549291644613726,0.3518519286446964,0.18739072116660124,0.20247697822437657,0.25619552659698436,0.3452428627725192,0.3505335176436121,0.43078874990836036,0.30198502930191873,0.42328967874680024,0.26119442405499327,0.3401456085109104,0.19228544269868025,0.31954656966279116,0.44523808539348547,0.3109071884234486,0.11225634461272053,0.10767481345577073,0.3926912128382861
NApoptosis,0.4488415786841553,0.4856110920903517,0.5413256546811883,0.477134707700534,0.515889783460153,0.5035091268365705,0.4388396323617756,0.4974180871251655,0.5243519956369843,0.4751098256813839,0.4695509704833878,0.4328951595745096,0.49389156977429083,0.46461683598225856,0.5539639013449584,0.5330139879961137,0.46212823029518724,0.3976920018252533,0.42199859163176184,0.517665697981798
NAutophagy - animal,0.41437628258136094,0.37537163588551176,0.341928400069885,0.3901604689834913,0.35595611793896387,0.37916984309587276,0.3436886893472636,0.4000429689094624,0.39656135500358025,0.36202084961012704,0.4222611342250493,0.3641411795158673,0.3178707476514357,0.344224696968546,0.3679135270648313,0.4453687915219375,0.3569957154228997,0.34259572647357167,0.36501881159325383,0.416475661510101
NB cell receptor signaling pathway,0.606315859062676,0.2848764250841094,0.5985295746989644,0.5582118706557172,0.5031771379656969,0.49426062890546163,0.5037777556303885,0.4738818330065571,0.568284079844935,0.5141571960133604,0.4346732795189782,0.5565327974837803,0.485651751454347,0.38183628623193644,0.46813882709861687,0.5248431549928705,0.3518551809165428,0.3176401044388411,0.3062330994358035,0.44194604750964767
NBasal cell carcinoma,0.3821103075933444,0.3388203588476567,0.28034894699829127,0.4520391936830591,0.3414548253874564,0.2990595582022778,0.37969470345277745,0.42167614401289744,0.3680044717088839,0.3773453987275189,0.3868067517310845,0.4366719753138522,0.2329880347089774,0.4100802859960801,0.32944004449800673,0.3387625664463225,0.4026208822126686,0.2558365745649551,0.3197202978619835,0.3307296284943718
NBladder cancer,0.47512738693165196,0.5410254102072373,0.4599334209624135,0.4275765226449131,0.46644831897273875,0.4476123317901125,0.4510858087808691,0.39061508048149673,0.48539121213890546,0.42844689674983655,0.48716286474280357,0.46854225680064254,0.46622144592942677,0.4624830020786527,0.5220451035731917,0.48316400995114084,0.4716718848058924,0.44162019490080606,0.37636494554360383,0.5370892164421589
NBreast cancer,0.3113631603355,0.2911021860862591,0.27876059125482344,0.31405838852551915,0.30742555061143195,0.2768003387329498,0.26977563527382126,0.3382102115964668,0.3778191542072368,0.3276625250230926,0.3302898899323169,0.2748244009480513,0.27222450749348065,0.30305806053443146,0.33812542001384693,0.346299369862195,0.31417910167930013,0.2503535474554845,0.24945309625147777,0.30404358788654995
NCalcium signaling pathway,0.2753139889058533,0.25164913551098544,0.36359505655256785,0.2893397969891341,0.2623309087067323,0.2980900508923128,0.2861734680302562,0.2852923733837973,0.278786965848569,0.32209700740469066,0.3126664111402451,0.32883310369979235,0.3432092193143949,0.3347191017111738,0.2939084300410142,0.3230214800702686,0.30576816094848175,0.302188751087514,0.2616383899238378,0.2965274551109945
NCell cycle,0.5224851536777417,0.5309875876679027,0.5804841892123218,0.5286629342779482,0.5357562936657736,0.5154593592008517,0.5532329979007088,0.5419720868651856,0.5540849318418892,0.5246426069398783,0.5038662941991805,0.5527714732841525,0.5374831752400789,0.5420012710364678,0.568289345059552,0.5413140753198864,0.548700127399859,0.5364009582510181,0.5365359283870753,0.5567125045216228
NChemical carcinogenesis - DNA adducts,0.39940094240382346,0.396628577220154,0.36344545464207406,0.41138010706237826,0.4642466275735387,0.4416144205680599,0.4181436304302614,0.43778596134247594,0.36219336458708684,0.36029066027073087,0.4778933475622919,0.41857924623882,0.33028044317335026,0.3803512744417626,0.3191635227427621,0.4633676881095141,0.3690727156823882,0.3327967077110988,0.472361137964646,0.4240048937492122
NChemical carcinogenesis - reactive oxygen species,0.5074894778578635,0.46970089304539564,0.4188751950291851,0.4711325663883732,0.5052097577298376,0.45170428947336405,0.45047854521662184,0.42529484483529184,0.4779174988175094,0.4211289095331711,0.4878465826950506,0.4682439958023824,0.40066952096551645,0.392676476414035,0.4785457668312651,0.5114092943246388,0.4494435861107041,0.4032854733950082,0.42013219778971006,0.4350706387861614
NChemical carcinogenesis - receptor activation,0.22443738298439106,0.2243592773372574,0.21443470461920505,0.22191995498546827,0.2311743744847066,0.2135749029425452,0.2393194933777287,0.2130472764398605,0.23904661977306407,0.2260277868197484,0.24134998405540573,0.18837008212428188,0.19145260133433747,0.16714806066356927,0.2384215023926541,0.25459296824469224,0.23549901481881494,0.1814390637588837,0.16783165842757503,0.2502071137969956
NChemokine signaling pathway,0.3304146583064598,0.23265606240325742,0.3286581442058778,0.27060193241402575,0.24681494625523825,0.24571462203692437,0.32917020568202804,0.31872635390264087,0.28194070042756975,0.26129392457048845,0.2857573540916668,0.30873401249561017,0.2698950139818971,0.274258677395822,0.24554278901372462,0.36386959595570334,0.24573609989372502,0.21323916541999952,0.18632340535833097,0.28988915170870105
NCholesterol metabolism,0.47993920986149513,0.4232103386735335,0.5347727119086946,0.4905366093625229,0.44063508808663016,0.4738442158575309,0.5126969149205083,0.4852847735140606,0.513326806970303,0.4570312741051979,0.47501766086697567,0.5142445250121607,0.3703698169218963,0.42030694330674884,0.5089897404972106,0.5223210620947233,0.48319859067402177,0.38869061870283955,0.5085834027997368,0.44386775600374695
NChronic myeloid leukemia,0.4152603970005836,0.3630285241375518,0.3368216823159858,0.3944123123194234,0.3518356724744417,0.3136907551290072,0.32544282658160467,0.30834591844363507,0.4143782204309804,0.3549293869126014,0.42354691483963997,0.38061949213432195,0.30078688531840997,0.34283462773522344,0.4319698509862177,0.3977076967371849,0.3667334438369479,0.25679535859206587,0.3289158732203743,0.3537958702511776
NCobalamin transport and metabolism New!,0.28988486750382125,0.2782634655121545,0.32812453710029355,0.2759200583891225,0.34804377351504817,0.3581285967173111,0.3172290994838995,0.33952988795949257,0.3725906651513574,0.32411144409653236,0.27753806688147226,0.3315226872809372,0.2812326187577068,0.33444308640502146,0.3696740182203648,0.34008620996794503,0.36986335084814304,0.3225263399586378,0.2543457463993216,0.401509561018184
NColorectal cancer,0.3632437697141743,0.36136083477617,0.4084231582109402,0.3824784538865496,0.3433979185360099,0.29519849098476353,0.3478721459674579,0.37571813766905127,0.43322075835973656,0.39064474904563307,0.39277954298469187,0.3839423729235663,0.32844183992779047,0.38024599712029605,0.3951749717408718,0.4113153117529192,0.4194268045743018,0.28596134760572417,0.3183495705689227,0.3948805029706127
NComplement and coagulation cascades,0.30414563640103337,0.3075731745791922,0.30001388821793523,0.3276808673461112,0.28533948834781936,0.3198004091171758,0.32272642086155523,0.33448349125706833,0.34186757553088853,0.3181802668353496,0.35690022390743287,0.32202864779604756,0.30210139572280775,0.290642792133741,0.32329996503552744,0.33366589096258914,0.2929456444876432,0.2924051473263891,0.3221264675759064,0.3026427640426643
NCoronavirus disease - COVID-19,0.40990010986038555,0.36915768375915003,0.3944951068579414,0.35835938947782997,0.38285482797226544,0.34916900179994903,0.36534368004758755,0.3994850390544266,0.46772201167694466,0.35027955485429774,0.3987301939417921,0.4148315582841157,0.36888401656343384,0.31325067614780217,0.44590476395411016,0.5562136748952567,0.40949671370912344,0.24856496096193043,0.3374931902863533,0.48034713186190153
NCortisol synthesis and secretion,0.4177454239039517,0.3480316066850232,0.4658428656063811,0.4432927351793439,0.3922600823820202,0.45066852234870486,0.45156284985116635,0.4510149743590759,0.41879734193474455,0.45208019269027133,0.42874517114156824,0.4292701962456102,0.4461095118179725,0.42897848629116425,0.4414999014906135,0.4819375951169814,0.4549841895130384,0.36889075714800007,0.3565936971047861,0.4350474386106636
NCushing syndrome,0.32999517106314386,0.2931088959765828,0.3817464594346715,0.3478514500710784,0.3350422889041833,0.3593625211036098,0.37654024291521293,0.3540696234604975,0.3542729543425871,0.3511676184840401,0.3538977314768425,0.3494114225941061,0.3396302832389121,0.3440730054997428,0.3829881022237425,0.36250219660882016,0.36658430179235174,0.30745016069579145,0.29906011680077976,0.3661060611216322
NCytosolic DNA-sensing pathway,0.416713706096162,0.40442415881220717,0.49875538314013257,0.35913807840132345,0.3820172011990647,0.38422317453361193,0.4021411397908087,0.3704318255134432,0.31109676949706005,0.37590087699234237,0.2920951975291957,0.3903029808084597,0.29790045219748784,0.3491066765647082,0.3772920176878468,0.45574282301163693,0.3034524753381489,0.2049491377685894,0.2823572486907745,0.41372428352796187
NDopaminergic synapse,0.37662273246953754,0.3676330408800234,0.37771523123262896,0.34968053538873756,0.3784066677221251,0.3913844281869466,0.38599332616235343,0.3995307321680724,0.38460515784418614,0.3583145320720928,0.38337047864219126,0.3804572187309806,0.32318856673772545,0.39326039294202986,0.3912722360529592,0.3736612192926315,0.39210153999486547,0.37273508052833754,0.36159124462050907,0.3418226554544468
NEfferocytosis,0.38076279152351883,0.31988699524155656,0.30754054698415617,0.36236973459856914,0.34860483861356184,0.3445105325195141,0.356598066108114,0.3530775896000176,0.3604948093753424,0.33448697104192504,0.3968338617000529,0.3671078772381355,0.31216563248880386,0.29282633402744274,0.33666096000754064,0.3985761469475079,0.32016687057437043,0.31450356026924187,0.3165801927858843,0.38755191712772546
NEndocrine and other factor-regulated calcium reabsorption,0.39257292145310385,0.38205739453387955,0.42439100577478855,0.3985138823007271,0.3741928439049125,0.3861874779396468,0.3873700751723459,0.3423358509514405,0.37811871558459964,0.43395084142891227,0.38582564996996127,0.46663970478955463,0.39459983903741175,0.37926272600115796,0.40801682581431153,0.3802136571814393,0.35342909525017796,0.41186194805502696,0.3856431715590177,0.4025698037152097
NEndometrial cancer,0.44368501551751416,0.39187012010940636,0.34530978890164843,0.520409726614453,0.4101375356256729,0.3700741788607314,0.42352530566676233,0.4461453374361928,0.46888496451607076,0.4949678863405655,0.4782412266954327,0.533709571306377,0.3331150041267274,0.4782664275555863,0.46405857576968584,0.5283830042802705,0.4912731327295538,0.3004466183599519,0.3045789086231869,0.37228973160798245
NEpstein-Barr virus infection,0.3634692221860088,0.3731787143028035,0.44043786481200403,0.33570740025421764,0.35496377372433996,0.34749879428878017,0.31512085548040936,0.36642786940438177,0.4989368027476608,0.35131054049826205,0.41181222879210216,0.32485635528660545,0.37356503345241754,0.33455772754950686,0.46891200633987773,0.47188464167389743,0.38060407876794167,0.2515043802868416,0.27581069693112464,0.42156331134593
NErbB signaling pathway,0.4444266650557645,0.4545365021839166,0.4730703086134715,0.45856991263068847,0.5345343756652542,0.47289670504577325,0.4056524002319438,0.45489685872684615,0.4618684133551583,0.49566884230966435,0.5552685516366612,0.4778455382108742,0.45782492307189454,0.3860328231171025,0.4226051154780334,0.47151713725247907,0.42409500637939385,0.3482150691313863,0.43814959980414475,0.4788976209916519
NEstrogen signaling pathway,0.21967861864333824,0.21413865186909317,0.24104213952238757,0.26150187602290137,0.20749527629052028,0.21654123586341614,0.23123563459016205,0.23651154843111244,0.30124138962317043,0.24479136243543417,0.3164278983709901,0.2198537715457906,0.2061501072050599,0.16858202772376898,0.263633369906255,0.31569680806083683,0.27045862355607475,0.1544329222188699,0.13294971588602045,0.30580841464686725
NFc gamma R-mediated phagocytosis,0.34827158099373545,0.20870839990598652,0.37661873419075603,0.33064827240077926,0.29842990409318065,0.29490146656036564,0.2868832739824981,0.32499113852868167,0.2619851065921829,0.23341260076872336,0.3752153504650044,0.3075349839132293,0.27644247586826065,0.16847180753540958,0.2539061160298431,0.3791591658253125,0.2019641568103927,0.15022805254134036,0.18182871983712431,0.30679070167572847
NFerroptosis,0.46855195560984114,0.39513880425137066,0.40774344747281555,0.4720222711439158,0.4535809687420023,0.4049069784261267,0.4290333151814583,0.5276095446985665,0.5132676604178404,0.4785481496091793,0.48481972367295467,0.5633711650637248,0.41221436764925484,0.5128090369886864,0.48561066274513603,0.5394261396555258,0.4711553826721006,0.4072238938872752,0.5174831544483065,0.5050715570673412
NFocal adhesion,0.44398325393109817,0.3218501743283792,0.41904895805993797,0.28414244575000375,0.2522200203395949,0.334829410681337,0.37721021999607446,0.3713118482938606,0.4532211718335728,0.3536962809595155,0.39296169551069077,0.4128777709984002,0.39705867951362345,0.3570904567732601,0.38679876883771547,0.4897974206363275,0.328264836241674,0.25676844597754145,0.29151955146027464,0.3817350056712798
NGastric cancer,0.4143357222410124,0.3575833822254071,0.3309173574248491,0.44780193353535136,0.3887720442687951,0.3649773129824974,0.3715371395581716,0.41513280512644285,0.4163928265648014,0.40636006887017906,0.45128558696075605,0.4010344153934131,0.31118338290668324,0.41883845550033266,0.3952373912294953,0.42058016493877654,0.43520647641128996,0.34327538941870134,0.31156110257001546,0.3683341425517804
NGlioma,0.30804180214063,0.3267814314343101,0.335687667930554,0.33257141408603935,0.34269133509572813,0.3323210940530585,0.3274242463982021,0.3247177205635265,0.36562664487348867,0.32930195266763984,0.3263926358774149,0.3457543020984134,0.3030971947714259,0.2943879006035415,0.34817961434701794,0.33380914945691537,0.3319794141179127,0.27764509383451796,0.272965365857231,0.32835526430061657
NGlutamatergic synapse,0.22203481578416542,0.22159153685554336,0.2325380594410945,0.21571965490591213,0.24908975804352515,0.2254805108228005,0.22768918066089633,0.2056647645580933,0.23237400369874966,0.20537412469484334,0.2198709048393321,0.22035631926532195,0.20437734308237687,0.17041750191367536,0.1996876403449654,0.22258126007180087,0.21540307695104752,0.1956307234940307,0.1748859649331924,0.23653629153721456
NGnRH signaling pathway,0.3008899261373094,0.2655338357075333,0.28774620398599016,0.30575723506481833,0.3407993246096882,0.2723435745606479,0.2933775051994932,0.3241209443376422,0.3565286014770481,0.29867311004730956,0.36611093391805904,0.31573118795243577,0.2898336345173775,0.23203886760654863,0.33410501407571697,0.3816110632430126,0.3712745757778739,0.18469554665113888,0.18681388670792187,0.40883589794863606
NGrowth hormone synthesis secretion and action,0.2417651736222918,0.27973178892979494,0.35468011130411836,0.2574015204492876,0.29985761158189667,0.2419790615888608,0.35553746884964854,0.273784683498348,0.3217705541008229,0.26030896133724624,0.2630017997107314,0.29320000838697663,0.30409834498679567,0.2608179184975789,0.36066615836476573,0.29582476121447526,0.28590453883455674,0.22223393876884406,0.1700519601241196,0.3169162240952841
NHIF-1 signaling pathway,0.2028000137318761,0.1945928335493391,0.17545193151492997,0.15812204993297294,0.21069702527917672,0.1748984961781071,0.16976464840896002,0.16432977716166136,0.302010899090766,0.2116661805026318,0.2741727573762713,0.1660634585946381,0.27152421363946033,0.1539624512484496,0.19570771650619537,0.3302275940288013,0.2324599886380141,0.17837957658898615,0.2148217669400315,0.28440370162137535
NHedgehog signaling pathway,0.41192751644794523,0.42533883042379733,0.4347454262566301,0.41827858424426045,0.43758824970517296,0.4378736783187058,0.43224818607046367,0.44091767302235596,0.39320563595049446,0.405115839083593,0.41371984842574927,0.413089230066255,0.39923030437659646,0.4333287644347444,0.393809200736228,0.4083144541499583,0.3995332186362773,0.4171805810449951,0.42070751119591737,0.39237744176763206
NHepatitis B,0.3148730136430379,0.33930569424113866,0.45613278121983447,0.338174427973104,0.34464037513035006,0.33530958919231296,0.35739161913989037,0.3978516563145141,0.44193794832365635,0.3626369182700209,0.38100894726244205,0.36097149386550986,0.40076190715923865,0.33705129043747384,0.40504685834268706,0.4492764482570052,0.3693577726922717,0.24190490159434114,0.308559907370334,0.40381657547541466
NHepatitis C,0.4319511237942567,0.39113595884544294,0.5256451075948704,0.3932528472044529,0.5082638602703311,0.47061060450571646,0.4169764733088296,0.3790571366932577,0.48405030471223326,0.4030671699619318,0.4420836486481342,0.4296272460957349,0.38613819414782075,0.3621176829876451,0.4754283759502959,0.5040571203556384,0.38280283392599246,0.2928235816921123,0.313538263813206,0.387531712760228
NHepatocellular carcinoma,0.43621631757164964,0.40739692968608243,0.35569370113240856,0.4183728086559553,0.43572202266551185,0.3864300035645918,0.364775033144481,0.38717204507777936,0.43217282543904534,0.3855074551990756,0.4158795260470195,0.4210258452758124,0.37081092752332473,0.4027799426424749,0.43939236944980686,0.4266882719832339,0.4226259559603133,0.3630385822426629,0.375828446202734,0.38868311612547907
NHerpes simplex virus 1 infection,0.41297672978373534,0.4014127703173137,0.4689384459575242,0.34956406532738216,0.4276430973142584,0.3531392935732967,0.347349881847984,0.36882768394532855,0.45318802993310187,0.3635052738180759,0.40585370060320747,0.3987351673658828,0.36447448384128694,0.3249120753483228,0.4793588279023297,0.523918391376542,0.432758514982825,0.23657406838175446,0.32230959143301535,0.4290865097396013
NHuman T-cell leukemia virus 1 infection,0.3455704220667566,0.4351971277003968,0.3318652321229771,0.3454136279791155,0.24446996659611453,0.29602183599022447,0.3018198865059434,0.33843364952806815,0.4405265745113771,0.33693455346115614,0.349296263491917,0.2770244737744945,0.32646073898701317,0.3312823764016814,0.48464878031053304,0.4196219555858554,0.4510136762146552,0.3405303771864089,0.32062141011778,0.4942185863725348
NHuman cytomegalovirus infection,0.3507765263617658,0.37531256116278244,0.35367328384378405,0.31770787531963557,0.3123450263813699,0.30767431061865474,0.3359236550446354,0.3534186732748438,0.4193842045400046,0.34060583172772385,0.3468770447519935,0.31689525508945615,0.30010811423988526,0.3032328817334269,0.42829715243935124,0.44115789314026543,0.3865701798003089,0.2563325869501538,0.328311925207616,0.4370956427998085
NHuman immunodeficiency virus 1 infection,0.35899902069446016,0.327922336320695,0.3898523024044843,0.3594602115480598,0.3089737535419729,0.3133989460008116,0.32738006654124513,0.37607748678615743,0.3866843148789304,0.3573207201836761,0.3422233900157733,0.322498533121927,0.3452450788956385,0.3283258231556713,0.3744535343873139,0.4254586182972809,0.3731813329619844,0.2347731411095317,0.2950100211452781,0.4048348494678457
NHuman papillomavirus infection,0.4195831704462508,0.4661860886515082,0.47331760853251414,0.41837176517427555,0.4994531168769183,0.471401254529546,0.43309371092217663,0.41073485745095756,0.46123561870949,0.432855167314456,0.4949318905263432,0.45002022641573836,0.47503864091090775,0.41249347455503504,0.45949465705568643,0.5435197181936178,0.41092156418644726,0.3787819060136513,0.39745834434426497,0.4377187869713763
NHuntington disease,0.46126201168999825,0.4109277668248956,0.38271821218887797,0.41520182805772377,0.38134398934275415,0.4073599845273231,0.3979557227628035,0.4369844319398478,0.433580670403278,0.4374573031984865,0.43077812403788385,0.4516685380248155,0.4123339015705427,0.40343607705618234,0.4578316279644126,0.4819956348241473,0.4003164997740541,0.38713332915796983,0.38036679390854883,0.4297257265336949
NInfluenza A,0.41260658431046837,0.41478469863967826,0.4511524069890219,0.32185460364109825,0.38566020247259947,0.3540419043158361,0.34507628868130874,0.4235214458121537,0.47799243728598667,0.38382280532336194,0.3477554966208648,0.37549781182844255,0.3292096134832517,0.3300127166106234,0.5059831854719604,0.6159406283063362,0.489833655553901,0.23636718327076828,0.3634780658312756,0.5232644279321234
NJAK-STAT signaling pathway,0.22512487984207674,0.362039485159577,0.29748817392254234,0.2139738496862021,0.314015902464697,0.2759764262223223,0.31065701426536646,0.19766920116046247,0.31795493211746995,0.34444623289469645,0.2656445553945436,0.2561798611059188,0.36090389457098,0.26616239124082447,0.438406516071983,0.3444617806018131,0.3800161758380301,0.26214536514431314,0.22613960220340154,0.24165619058434856
NLong-term depression,0.39219830285991575,0.3621290797836863,0.42899661493939417,0.4010848886023794,0.4159279573948144,0.3822702409233507,0.4153706727395627,0.43397457476523793,0.41103382413515194,0.4029015826908432,0.4450469927004298,0.40999301212118516,0.3870735172198301,0.3590671089454012,0.4323361273732436,0.4222215134327965,0.38153613312045437,0.365915026100935,0.3628326881437077,0.41233249881607403
NLong-term potentiation,0.2023300132086086,0.19887808568054252,0.2405902111715612,0.17127636899193327,0.21634021364912223,0.21583807565165836,0.22391804614216304,0.2138224555639918,0.20300119504069966,0.18894059846492686,0.21204106826151659,0.249284344205139,0.23553747423806654,0.22238455066510993,0.273978313638198,0.24109846927336828,0.2572178420235543,0.21133808609731944,0.18129630846746492,0.24408182966192182
NMAPK signaling pathway,0.38975383661570423,0.37835805479879386,0.40736610200734985,0.3966509103924076,0.36884008876783925,0.3615918460311949,0.3789656558094188,0.4524632672116555,0.4198623627129753,0.4059427141516925,0.4225456505143182,0.41791965754479665,0.39770879566022554,0.3602373093390878,0.3934541377821755,0.42809266786437866,0.3820141190165855,0.2995410396159184,0.31710470898266807,0.4251884294391112
NMeasles,0.3984060113503862,0.3552494656924682,0.45547311074761115,0.36330720596043825,0.41973491668333207,0.3849370953654046,0.3431654198392046,0.37064274663463304,0.46689556103250823,0.36788247193975393,0.39235789487968864,0.35579835465407034,0.3375479593359395,0.3420260912967513,0.42438273936206167,0.5059924602262242,0.3823167442342288,0.2252896459560238,0.302988385964044,0.39386331471075686
NMelanoma,0.34713739641786256,0.41674263077013135,0.29014276485249885,0.4132637739131107,0.3168085192889317,0.302591692427452,0.3707175208925647,0.3999984664079031,0.4137161575896221,0.3488465680582177,0.44176953531221447,0.4219603948275207,0.30751808076283255,0.44252867624026926,0.3983773980552632,0.4132743192401142,0.4194757633015808,0.2951299724840385,0.2892465816605763,0.4002247801208474
NMitophagy - animal,0.4332851963593715,0.41097487157506896,0.437261013913418,0.4137093002115524,0.4126752813706319,0.35975189599134216,0.38795806356574175,0.46187627485299054,0.4686677995805904,0.468922835079128,0.4449522682519398,0.47681901004590427,0.4175470963127909,0.4387319229860058,0.41315552662601124,0.44058341805480417,0.37542258236978343,0.3801631422108026,0.47185673083813506,0.4418773262425858
NNF-kappa B signaling pathway,0.3805676298266972,0.4589692361738858,0.37852796498945507,0.35971306433346734,0.31854695637496927,0.3637173760750538,0.38569471436895286,0.4565378237570734,0.48425069346813904,0.36588651521205867,0.3544573990231246,0.3317285970166299,0.3618471559536154,0.3379599620620148,0.5180114084191527,0.5664063379165672,0.5450522548816517,0.29833604080364173,0.39127255333055594,0.5509079147639171
NNOD-like receptor signaling pathway,0.4638941914397865,0.3758731723115543,0.5323674976992624,0.4827420415607634,0.4766644362963049,0.4486676394675821,0.4474210234015825,0.5227892381713156,0.4759823090316657,0.4107827349272298,0.5120466224446892,0.44667095150037195,0.4476520873297181,0.4095563122205203,0.5042105058792447,0.5677894810117547,0.40229523198280853,0.2747508280261331,0.39208622273622407,0.521816582270331
NNecroptosis,0.47906800278721656,0.3438831596949529,0.4804587685391449,0.38411195576899254,0.45232813728189647,0.4226975693235374,0.4647300343826506,0.467969827857121,0.38442587452331234,0.40178635005948926,0.37250795640436835,0.3902211498577563,0.4346561868958722,0.3744731534628751,0.4543821395162852,0.4700726223417492,0.3478040344117697,0.29617054494837725,0.3453781174421592,0.41718734076893094
NNon-small cell lung cancer,0.41191877635201096,0.3987557050071981,0.43778824222814444,0.4275303991136863,0.4414244783517372,0.39821582086663815,0.3704612212422015,0.3977617691753031,0.4679057633390873,0.4976174885164599,0.46084181739130614,0.5176512991693643,0.4032794152053183,0.4494658950028157,0.4845366695358088,0.4614418808854477,0.4603914267287153,0.38970969161701186,0.36367936174566257,0.38112862534305675
NNotch signaling pathway,0.48138628454408755,0.5797991034241445,0.3893773799855125,0.5187397456410235,0.4895006265900491,0.41841134521289,0.4558113483396523,0.4620588091216354,0.5239177798454131,0.4634086943441286,0.5410205697330733,0.4481586718412953,0.40107048341245566,0.42367541774988776,0.47698054788920385,0.4827730188802434,0.4343281075191017,0.4371456594904953,0.5411231343676434,0.37301808206637077
NPI3K-Akt signaling pathway,0.44515132826434906,0.4196073901414177,0.4135178664151996,0.3407812924711881,0.42898557036596163,0.34960531568468917,0.384415505515126,0.37101749459550953,0.5096543944663804,0.39469279229757814,0.38203461822384116,0.42197062238205246,0.4117192528883056,0.3789647882232786,0.44964087868523495,0.46426416353053024,0.4261541888116038,0.37401692674918163,0.3554356632756045,0.4386680337183898
