,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
MTaurine and hypotaurine metabolism,0.3156302273273468,0.34766730666160583,0.37675541639328003,0.26506316661834717,0.4559248685836792,0.32719776034355164,0.3328103721141815,0.25993478298187256,0.2809467315673828,0.2774302363395691,0.3817923963069916,0.29632502794265747,0.3225393295288086,0.3123399019241333,0.31977105140686035,0.39513733983039856,0.281248539686203,0.2786794900894165,0.3233262002468109,0.40013355016708374
MThiamine metabolism,0.47983092069625854,0.29116278886795044,0.47633424401283264,0.2003195583820343,0.21463927626609802,0.4174533784389496,0.5234242081642151,0.5151938199996948,0.30682677030563354,0.572506308555603,0.28567543625831604,0.4936498999595642,0.33589231967926025,0.6019580364227295,0.550269365310669,0.46746182441711426,0.4246706962585449,0.29314762353897095,0.5623502135276794,0.317688524723053
MUbiquinone and other terpenoid-quinone biosynthesis,0.6879929900169373,0.495204359292984,0.6846010088920593,0.46504467725753784,0.5712563395500183,0.6221749186515808,0.5607817769050598,0.678907036781311,0.5554812550544739,0.6472734212875366,0.46872663497924805,0.7180218696594238,0.5379883050918579,0.573708713054657,0.6568330526351929,0.5918197631835938,0.547942578792572,0.4434143006801605,0.5090497732162476,0.6458109617233276
MValine leucine and isoleucine biosynthesis,0.08902021497488022,0.106219582259655,0.36488887667655945,0.08575312793254852,0.09801498800516129,0.22321057319641113,0.6729503273963928,0.45981064438819885,0.13667267560958862,0.3075697422027588,0.08078745007514954,0.29509952664375305,0.16106414794921875,0.2065671682357788,0.3887891173362732,0.4833974540233612,0.40463802218437195,0.28939342498779297,0.36093664169311523,0.3559287488460541
MVarious types of N-glycan biosynthesis,0.2194012999534607,0.3446514904499054,0.3447788655757904,0.15658313035964966,0.12891890108585358,0.19743409752845764,0.31544893980026245,0.4333746135234833,0.5060175061225891,0.3801029920578003,0.34576308727264404,0.555314838886261,0.4638544023036957,0.40213775634765625,0.4639427959918976,0.36361268162727356,0.24532605707645416,0.20141783356666565,0.2679945230484009,0.353006511926651
MVitamin B6 metabolism,0.583101212978363,0.5118324756622314,0.6904966235160828,0.2639962136745453,0.3747994005680084,0.43519994616508484,0.6425005197525024,0.7804522514343262,0.597080409526825,0.48065483570098877,0.7133241295814514,0.5266684889793396,0.6624246835708618,0.4041121006011963,0.44780775904655457,0.6904749870300293,0.7163117527961731,0.6088359951972961,0.5138927102088928,0.6000719666481018
NAcute myeloid leukemia,0.4439575970172882,0.3532872498035431,0.465170294046402,0.4330957531929016,0.2582958936691284,0.3000381290912628,0.35381314158439636,0.5231508016586304,0.5948816537857056,0.3568369448184967,0.4828008711338043,0.38181376457214355,0.3710315525531769,0.3663603663444519,0.4624224603176117,0.5286238789558411,0.41547656059265137,0.26615485548973083,0.35759469866752625,0.419393926858902
NAdipocytokine signaling pathway,0.4976598918437958,0.5180153250694275,0.3384159803390503,0.3656340539455414,0.39772722125053406,0.3327442705631256,0.4640122652053833,0.5214937329292297,0.507905900478363,0.477780818939209,0.3868584632873535,0.35608723759651184,0.4691566228866577,0.44222190976142883,0.5176830887794495,0.6078565716743469,0.47562533617019653,0.36836329102516174,0.3916822373867035,0.5284706950187683
NAdrenergic signaling in cardiomyocytes,0.4502853453159332,0.40593281388282776,0.46292850375175476,0.4051629900932312,0.4375271201133728,0.43551284074783325,0.4476207196712494,0.45265573263168335,0.439066082239151,0.4439743757247925,0.4389817714691162,0.47053495049476624,0.44892042875289917,0.4460985064506531,0.47037315368652344,0.44471311569213867,0.46812301874160767,0.4543312191963196,0.41709738969802856,0.43296942114830017
NAldosterone synthesis and secretion,0.40421172976493835,0.36289992928504944,0.4039401412010193,0.42173734307289124,0.451749324798584,0.431002140045166,0.43102437257766724,0.4365288317203522,0.42392030358314514,0.4836834967136383,0.5019355416297913,0.48641863465309143,0.43881848454475403,0.4728347361087799,0.5020755529403687,0.4910237193107605,0.4864644408226013,0.415211021900177,0.39214369654655457,0.48919621109962463
NAlzheimer disease,0.5546081066131592,0.5180369019508362,0.49111777544021606,0.5217298269271851,0.5558506846427917,0.5087008476257324,0.4866730868816376,0.6082072257995605,0.5595195889472961,0.582522451877594,0.591143012046814,0.5449760556221008,0.5380746126174927,0.5324410796165466,0.5743908286094666,0.6569024324417114,0.5488179326057434,0.46903738379478455,0.5297720432281494,0.5845952033996582
NAmyotrophic lateral sclerosis,0.4638857841491699,0.492374986410141,0.45202627778053284,0.44313445687294006,0.4329109489917755,0.41866010427474976,0.4566322863101959,0.5835528373718262,0.6089720726013184,0.5965324640274048,0.45471662282943726,0.5756292939186096,0.5504017472267151,0.5636887550354004,0.6157426834106445,0.5455297231674194,0.5442999005317688,0.45838719606399536,0.5332038998603821,0.606717586517334
NAntigen processing and presentation,0.45976677536964417,0.1938559114933014,0.37872859835624695,0.2065986692905426,0.25263845920562744,0.31074780225753784,0.3960767090320587,0.3701332211494446,0.43332040309906006,0.3050198256969452,0.46084555983543396,0.2748732566833496,0.36990830302238464,0.2056456059217453,0.3318115174770355,0.48369503021240234,0.3476965129375458,0.1373119056224823,0.1428884118795395,0.4087308645248413
NApoptosis,0.48409366607666016,0.41179412603378296,0.4596875309944153,0.40228745341300964,0.42253467440605164,0.4388725161552429,0.44306156039237976,0.44201627373695374,0.5539303421974182,0.4758392870426178,0.48572129011154175,0.45251360535621643,0.4598087668418884,0.4867686927318573,0.48694565892219543,0.4694855213165283,0.4287068247795105,0.3199513852596283,0.417319118976593,0.5597484707832336
Natural killer cell mediated cytotoxicity,0.4459431767463684,0.289781779050827,0.6610094308853149,0.28771013021469116,0.302093505859375,0.4221375584602356,0.5749732255935669,0.45982083678245544,0.4031207263469696,0.4374030530452728,0.4958992600440979,0.4778745174407959,0.4522268772125244,0.35948309302330017,0.377187043428421,0.49111300706863403,0.36806437373161316,0.2305203378200531,0.2927418053150177,0.5551971197128296
NAutophagy - animal,0.45699942111968994,0.3746326267719269,0.4148731827735901,0.3975180983543396,0.4043271541595459,0.432006299495697,0.4294261038303375,0.46434491872787476,0.46405667066574097,0.4751113951206207,0.4822483956813812,0.45737284421920776,0.42215079069137573,0.4314577877521515,0.4393637776374817,0.5054944753646851,0.44652605056762695,0.3702150583267212,0.4303056299686432,0.5110547542572021
NB cell receptor signaling pathway,0.5980132818222046,0.19658321142196655,0.612139105796814,0.551907479763031,0.5049245357513428,0.48751288652420044,0.5183751583099365,0.4684920907020569,0.5668877959251404,0.48963916301727295,0.44376611709594727,0.5423678755760193,0.49120283126831055,0.31368178129196167,0.4176541268825531,0.4889035224914551,0.3116907775402069,0.24661128222942352,0.23001408576965332,0.46601277589797974
NBasal cell carcinoma,0.40507954359054565,0.4496760368347168,0.47077950835227966,0.3220396935939789,0.4193578362464905,0.4640979766845703,0.35806116461753845,0.40294352173805237,0.4304077625274658,0.34972497820854187,0.3206871747970581,0.3149496912956238,0.4530599117279053,0.34204643964767456,0.4274991452693939,0.397054523229599,0.3438825011253357,0.4524590075016022,0.5249622464179993,0.4803164601325989
NBladder cancer,0.4342350959777832,0.41565194725990295,0.4423130750656128,0.37938252091407776,0.37078753113746643,0.35205623507499695,0.43062493205070496,0.4356074333190918,0.49234291911125183,0.3140736222267151,0.4195042550563812,0.42797836661338806,0.46658390760421753,0.4040415287017822,0.48216018080711365,0.4737946689128876,0.4790915846824646,0.33494725823402405,0.3160722553730011,0.49096783995628357
NBreast cancer,0.4282970428466797,0.40237143635749817,0.45464375615119934,0.39974692463874817,0.45094969868659973,0.43210920691490173,0.38342350721359253,0.47440189123153687,0.47883203625679016,0.46150997281074524,0.4605399966239929,0.39574527740478516,0.4533497989177704,0.42803749442100525,0.46379372477531433,0.46886613965034485,0.44840720295906067,0.39889761805534363,0.4280310273170471,0.4257665276527405
NCalcium signaling pathway,0.2284296154975891,0.19692282378673553,0.30506622791290283,0.21561649441719055,0.2124568074941635,0.2384740263223648,0.24599185585975647,0.22266222536563873,0.2131328582763672,0.25374943017959595,0.2569001317024231,0.2745824456214905,0.28858256340026855,0.2662374973297119,0.24346302449703217,0.2475762516260147,0.2678613066673279,0.257657915353775,0.19890394806861877,0.24137352406978607
NcAMP signaling pathway,0.5189939141273499,0.4364687502384186,0.5199757814407349,0.4216107130050659,0.4521452784538269,0.4929133951663971,0.4840374290943146,0.48181959986686707,0.4699125587940216,0.4434124231338501,0.44332846999168396,0.5072805285453796,0.47459062933921814,0.504176676273346,0.520487368106842,0.46482598781585693,0.516059935092926,0.4896775484085083,0.4944486916065216,0.49634426832199097
NCell cycle,0.33808085322380066,0.358798086643219,0.320211261510849,0.2590453326702118,0.29981735348701477,0.3367716372013092,0.2832906246185303,0.3078579604625702,0.38575196266174316,0.3747025728225708,0.3336831033229828,0.3175922930240631,0.3721451163291931,0.33501389622688293,0.3470631539821625,0.33991509675979614,0.37883108854293823,0.38379204273223877,0.3597860038280487,0.40793025493621826
NChemical carcinogenesis - DNA adducts,0.3994009792804718,0.3966285288333893,0.3634454905986786,0.4113801121711731,0.46424657106399536,0.44161444902420044,0.4181436598300934,0.437799870967865,0.36219337582588196,0.3602910339832306,0.47789478302001953,0.41857925057411194,0.33028048276901245,0.3803512156009674,0.3191635012626648,0.4633679687976837,0.36907267570495605,0.33279675245285034,0.47236117720603943,0.4240052103996277
NChemical carcinogenesis - reactive oxygen species,0.6337635517120361,0.5868476629257202,0.5754403471946716,0.5908675193786621,0.6077539920806885,0.5663573741912842,0.5748849511146545,0.5499447584152222,0.6015418767929077,0.5547746419906616,0.6100035309791565,0.5775783061981201,0.51646888256073,0.5066748261451721,0.6122495532035828,0.6458849906921387,0.5749650001525879,0.5220714211463928,0.5413113832473755,0.5799145698547363
NChemical carcinogenesis - receptor activation,0.5982069969177246,0.5982625484466553,0.5995221734046936,0.6026259660720825,0.6061721444129944,0.593656063079834,0.6168497800827026,0.587708592414856,0.6059766411781311,0.6099207401275635,0.6179125308990479,0.5661818981170654,0.5674998164176941,0.5411486029624939,0.6058292388916016,0.631942629814148,0.6117386221885681,0.553874671459198,0.5397133231163025,0.6290153861045837
NChemokine signaling pathway,0.3412008285522461,0.21008719503879547,0.31762900948524475,0.27570444345474243,0.23284098505973816,0.2494746595621109,0.33183640241622925,0.3195844888687134,0.28291118144989014,0.2692541778087616,0.31931576132774353,0.2881614565849304,0.26207417249679565,0.25297537446022034,0.23167473077774048,0.3683641254901886,0.2582012712955475,0.20586881041526794,0.19397957623004913,0.3232673704624176
NCholesterol metabolism,0.5568728446960449,0.5200758576393127,0.5527504086494446,0.5704204440116882,0.4950704574584961,0.5630601644515991,0.5874156951904297,0.5411080121994019,0.6541595458984375,0.48007720708847046,0.6207137107849121,0.5289895534515381,0.43592962622642517,0.4758203327655792,0.5290206074714661,0.6247527599334717,0.5571039915084839,0.39620211720466614,0.5491125583648682,0.4708819091320038
NChronic myeloid leukemia,0.4169538915157318,0.40290340781211853,0.42340415716171265,0.31401705741882324,0.3533959984779358,0.35889652371406555,0.3249925673007965,0.3373907804489136,0.48561355471611023,0.33967602252960205,0.33405357599258423,0.30139756202697754,0.38031068444252014,0.27118954062461853,0.5276605486869812,0.4539543390274048,0.41949981451034546,0.3411693572998047,0.42918649315834045,0.5184570550918579
NCobalamin transport and metabolism New!,0.670775830745697,0.6591544151306152,0.6975412368774414,0.6930844783782959,0.7652081847190857,0.7710319757461548,0.709648609161377,0.7524333000183105,0.78975510597229,0.6935281157493591,0.6755059361457825,0.7444261312484741,0.6679307222366333,0.7427048087120056,0.7825775146484375,0.7572505474090576,0.7678312063217163,0.7204942107200623,0.6410438418388367,0.8144130110740662
NColorectal cancer,0.41474834084510803,0.4199543297290802,0.4073341190814972,0.4133852422237396,0.4216766059398651,0.4177877902984619,0.3849722743034363,0.398294061422348,0.46771377325057983,0.4013071656227112,0.4171242415904999,0.34544864296913147,0.4231272339820862,0.39357858896255493,0.4517497420310974,0.47155386209487915,0.4579237401485443,0.3727599084377289,0.41995325684547424,0.4993008077144623
NComplement and coagulation cascades,0.6654980778694153,0.6239861249923706,0.6170985102653503,0.6326337456703186,0.6343437433242798,0.6173803210258484,0.6429738402366638,0.651469886302948,0.6597342491149902,0.6018443703651428,0.6365163922309875,0.6507263779640198,0.6149117946624756,0.6024172902107239,0.6326568126678467,0.6534401178359985,0.5889349579811096,0.609000563621521,0.6340137124061584,0.6470004320144653
NCoronavirus disease - COVID-19,0.5235573053359985,0.48043379187583923,0.5031728148460388,0.4657200276851654,0.49651211500167847,0.4552406072616577,0.47270432114601135,0.5094774961471558,0.5789982080459595,0.4615558087825775,0.5060907006263733,0.5273360013961792,0.4762445390224457,0.4269079566001892,0.5545824766159058,0.6648914813995361,0.5220011472702026,0.3559255003929138,0.45115044713020325,0.5916234254837036
NCortisol synthesis and secretion,0.4484766125679016,0.36254188418388367,0.5062509179115295,0.45685169100761414,0.412230908870697,0.4797505736351013,0.4886478781700134,0.49089205265045166,0.4398762881755829,0.4837924838066101,0.4562279284000397,0.46510928869247437,0.4616594910621643,0.45343852043151855,0.49142345786094666,0.513638973236084,0.48895418643951416,0.3969659209251404,0.38046059012413025,0.46343958377838135
NCushing syndrome,0.40088844299316406,0.3074139654636383,0.4286520183086395,0.3961027264595032,0.38034239411354065,0.4159656763076782,0.39613205194473267,0.4223306179046631,0.3840416967868805,0.4020448625087738,0.42105650901794434,0.4106352925300598,0.4081280827522278,0.3858698904514313,0.43277841806411743,0.4486863911151886,0.4141732156276703,0.3301096260547638,0.35218119621276855,0.4092196524143219
NCytosolic DNA-sensing pathway,0.6387017369270325,0.589636504650116,0.7052772641181946,0.5330788493156433,0.5860962271690369,0.5648185014724731,0.6027441024780273,0.5868500471115112,0.5280247926712036,0.5742040872573853,0.5121002197265625,0.5814647674560547,0.4795156419277191,0.5288233160972595,0.569064199924469,0.6746575832366943,0.5251713395118713,0.42096227407455444,0.45386165380477905,0.6410463452339172
NDopaminergic synapse,0.4398500323295593,0.367048054933548,0.42336907982826233,0.3831895589828491,0.4000270664691925,0.4415800869464874,0.4313630759716034,0.4289861023426056,0.3855709135532379,0.4246135652065277,0.40895959734916687,0.42385292053222656,0.44054025411605835,0.44536909461021423,0.4084319472312927,0.4255697727203369,0.4489496946334839,0.4203418791294098,0.40773144364356995,0.4155837297439575
NEfferocytosis,0.5204524397850037,0.45856040716171265,0.4368380308151245,0.490618497133255,0.47701704502105713,0.48058438301086426,0.4866780638694763,0.47764864563941956,0.5074306726455688,0.47304099798202515,0.5438718795776367,0.5002185106277466,0.43960487842559814,0.43049025535583496,0.48043984174728394,0.5337575078010559,0.4549785554409027,0.44673845171928406,0.4573405385017395,0.5222492218017578
NEndocrine and other factor-regulated calcium reabsorption,0.5800728797912598,0.5695573687553406,0.6118909120559692,0.5860137939453125,0.5616927742958069,0.5736874341964722,0.5748699903488159,0.5298358201980591,0.5656186938285828,0.6214509010314941,0.5733255743980408,0.6541397571563721,0.5820997357368469,0.5667626857757568,0.5955168008804321,0.5677136778831482,0.5409290790557861,0.5993618965148926,0.5731431245803833,0.5900698304176331
NEndometrial cancer,0.3634898066520691,0.43909433484077454,0.5133234858512878,0.2688329815864563,0.46254080533981323,0.4747506380081177,0.4093390703201294,0.34958896040916443,0.48341071605682373,0.3870047926902771,0.3384525775909424,0.29056286811828613,0.49512341618537903,0.30643361806869507,0.500624418258667,0.4429800808429718,0.3790794610977173,0.43117469549179077,0.4705607295036316,0.5232632756233215
Neomycin kanamycin and gentamicin biosynthesis,0.4315129816532135,0.26390206813812256,0.1982267200946808,0.4082224667072296,0.5073894262313843,0.26686063408851624,0.17537087202072144,0.28366294503211975,0.2008201628923416,0.34437501430511475,0.3647761940956116,0.22997219860553741,0.23226362466812134,0.31733250617980957,0.22239623963832855,0.3210071623325348,0.34383824467658997,0.31751731038093567,0.35400184988975525,0.18111518025398254
NEpstein-Barr virus infection,0.40999001264572144,0.3935703933238983,0.4772457778453827,0.37492454051971436,0.38976454734802246,0.3636299967765808,0.33245858550071716,0.41989728808403015,0.523658812046051,0.39737480878829956,0.4353380501270294,0.38950589299201965,0.4292750358581543,0.3826664388179779,0.5170267820358276,0.522728443145752,0.4516816735267639,0.27554622292518616,0.339153528213501,0.48511186242103577
NErbB signaling pathway,0.4256488084793091,0.42354220151901245,0.4632951319217682,0.45560696721076965,0.5143136382102966,0.4686834514141083,0.4043206572532654,0.4476080536842346,0.43774762749671936,0.47947612404823303,0.5436179041862488,0.44418829679489136,0.4401169717311859,0.3561972379684448,0.38820621371269226,0.45103949308395386,0.4079339802265167,0.3266831040382385,0.41924959421157837,0.47989609837532043
NEstrogen signaling pathway,0.38205665349960327,0.36723294854164124,0.40723279118537903,0.4088331162929535,0.3692561089992523,0.38333338499069214,0.3923724293708801,0.4018625319004059,0.45268142223358154,0.40130364894866943,0.4644777178764343,0.3788602352142334,0.3614095151424408,0.3308813273906708,0.4273090660572052,0.4660545587539673,0.4319736957550049,0.31969162821769714,0.2940785586833954,0.4550299048423767
Neuroactive ligand-receptor interaction,0.708885133266449,0.6926583647727966,0.6948990821838379,0.69440758228302,0.712745726108551,0.6993091106414795,0.7032683491706848,0.6982961297035217,0.7024911046028137,0.700996458530426,0.71190345287323,0.696014404296875,0.686845064163208,0.6909497380256653,0.7060832977294922,0.701369047164917,0.6966645121574402,0.7100666761398315,0.7010916471481323,0.6824475526809692
Neurotrophin signaling pathway,0.46695178747177124,0.40816283226013184,0.4418868124485016,0.4205572307109833,0.4499070942401886,0.4300632178783417,0.39147844910621643,0.4445440471172333,0.4507176876068115,0.44664373993873596,0.45971888303756714,0.41779568791389465,0.4146794080734253,0.41667866706848145,0.4437670111656189,0.5022982954978943,0.39418891072273254,0.36873990297317505,0.39459747076034546,0.5126023292541504
Neutrophil extracellular trap formation,0.6420780420303345,0.5088026523590088,0.5259072780609131,0.5587596893310547,0.5203261971473694,0.5740062594413757,0.6027364134788513,0.6043616533279419,0.6543562412261963,0.5349178910255432,0.6532586216926575,0.5774783492088318,0.5258009433746338,0.4270922839641571,0.5518446564674377,0.6978045105934143,0.5093120336532593,0.41880735754966736,0.5055492520332336,0.5717818140983582
NFc gamma R-mediated phagocytosis,0.5571044087409973,0.40085142850875854,0.6016973853111267,0.5251815319061279,0.4948973059654236,0.48541951179504395,0.49899744987487793,0.5265837907791138,0.4572440981864929,0.44954437017440796,0.5832484364509583,0.5090274214744568,0.47456157207489014,0.3507196307182312,0.46559926867485046,0.5975378155708313,0.40701785683631897,0.3313387632369995,0.3764078915119171,0.5222646594047546
NFerroptosis,0.7884654998779297,0.7373065948486328,0.7553066611289978,0.7665355801582336,0.7892617583274841,0.743965208530426,0.7531628012657166,0.8388267159461975,0.8489484190940857,0.7897652983665466,0.7916764616966248,0.8618102669715881,0.7597776055335999,0.8196657299995422,0.8246689438819885,0.859339714050293,0.7823725342750549,0.7547870874404907,0.8650463223457336,0.8526347875595093
NFocal adhesion,0.465267151594162,0.297728568315506,0.42353594303131104,0.271142840385437,0.2559061050415039,0.32900339365005493,0.35337933897972107,0.39788690209388733,0.43902939558029175,0.3689942955970764,0.431581974029541,0.41353854537010193,0.40073156356811523,0.36686548590660095,0.37808889150619507,0.5023944973945618,0.3301587402820587,0.23974591493606567,0.28535547852516174,0.3717792332172394
NGastric cancer,0.3795430064201355,0.43081244826316833,0.4667433500289917,0.35219135880470276,0.4311949908733368,0.4339449405670166,0.3668515682220459,0.41200366616249084,0.46826136112213135,0.3962741494178772,0.3763678967952728,0.34549716114997864,0.44480812549591064,0.3613385260105133,0.4548569917678833,0.42392590641975403,0.4057832956314087,0.41987285017967224,0.4265894293785095,0.48576584458351135
NGlioma,0.41666150093078613,0.4457080364227295,0.52166748046875,0.40731409192085266,0.5100767016410828,0.48349082469940186,0.4321773946285248,0.44797709584236145,0.474362313747406,0.44000953435897827,0.4373379349708557,0.45549264550209045,0.4921170473098755,0.3952659070491791,0.48277363181114197,0.46139436960220337,0.46905583143234253,0.43315833806991577,0.45732080936431885,0.4754890203475952
NGlutamatergic synapse,0.5004205107688904,0.4965333640575409,0.507853627204895,0.49091285467147827,0.524023175239563,0.5004987120628357,0.504776656627655,0.48472103476524353,0.5096237659454346,0.4819944202899933,0.5045753121376038,0.49751773476600647,0.48369088768959045,0.4456324279308319,0.4752165377140045,0.5035509467124939,0.49005138874053955,0.47076940536499023,0.4557117223739624,0.5148104429244995
NGnRH signaling pathway,0.30088990926742554,0.26553377509117126,0.28774622082710266,0.3057572841644287,0.3407993018627167,0.27234357595443726,0.293377548456192,0.3241209387779236,0.3565286099910736,0.298673152923584,0.36611098051071167,0.3157311975955963,0.2898336350917816,0.23203884065151215,0.334104984998703,0.381611168384552,0.3712746500968933,0.1846955567598343,0.18681387603282928,0.40883588790893555
NGrowth hormone synthesis secretion and action,0.43353548645973206,0.33461883664131165,0.42024141550064087,0.45200589299201965,0.39312463998794556,0.4359780251979828,0.4504961669445038,0.44903984665870667,0.3919636309146881,0.4549117386341095,0.45959195494651794,0.4483402669429779,0.49075818061828613,0.42041221261024475,0.45350924134254456,0.49533820152282715,0.43138372898101807,0.37535855174064636,0.3657018542289734,0.41676780581474304
NHedgehog signaling pathway,0.35000547766685486,0.37700220942497253,0.3985404968261719,0.3737161457538605,0.3686734139919281,0.40860527753829956,0.3901917338371277,0.3968173861503601,0.37346595525741577,0.3579792380332947,0.33623045682907104,0.38961061835289,0.348859041929245,0.35063695907592773,0.3759767413139343,0.3611506521701813,0.3224272131919861,0.3554919362068176,0.36089587211608887,0.3682093024253845
NHepatitis B,0.33399510383605957,0.3294669985771179,0.4192316234111786,0.34499600529670715,0.340830534696579,0.31952765583992004,0.3371971845626831,0.40061336755752563,0.45656585693359375,0.36975911259651184,0.4078201949596405,0.3831341862678528,0.40178510546684265,0.33602479100227356,0.4387951195240021,0.4860643446445465,0.41516900062561035,0.243414044380188,0.33428755402565,0.4683687686920166
NHepatitis C,0.445034921169281,0.35558825731277466,0.5053902864456177,0.4153209328651428,0.5017741918563843,0.4705836772918701,0.37575963139533997,0.4191559851169586,0.4772157073020935,0.40415850281715393,0.44343891739845276,0.4196786880493164,0.40486446022987366,0.33535057306289673,0.4666063189506531,0.5783525705337524,0.4060836434364319,0.2582802176475525,0.32756781578063965,0.45251530408859253
NHepatocellular carcinoma,0.45993372797966003,0.4744611978530884,0.501928985118866,0.4351210296154022,0.5132701992988586,0.4954063594341278,0.43249326944351196,0.4557487964630127,0.49007806181907654,0.4429567754268646,0.44436198472976685,0.46718451380729675,0.5061071515083313,0.432498574256897,0.5175756812095642,0.5073688626289368,0.49293673038482666,0.4509985148906708,0.4733121693134308,0.49186521768569946
NHerpes simplex virus 1 infection,0.46448206901550293,0.4297727346420288,0.5211194157600403,0.3984500765800476,0.45664459466934204,0.4153394103050232,0.4092388153076172,0.4383232295513153,0.5023525357246399,0.4400099813938141,0.446225106716156,0.46096521615982056,0.45053139328956604,0.3861948847770691,0.5504938960075378,0.6019018292427063,0.5055831074714661,0.299855500459671,0.37343981862068176,0.5203390121459961
NHIF-1 signaling pathway,0.31702518463134766,0.28838101029396057,0.2906736731529236,0.28322213888168335,0.3381620943546295,0.29293152689933777,0.293322890996933,0.2767730951309204,0.4113105237483978,0.3161267042160034,0.3769305348396301,0.2901853621006012,0.37518659234046936,0.24823129177093506,0.3092317581176758,0.4438999891281128,0.33981671929359436,0.2778269946575165,0.3194606304168701,0.41356876492500305
NHuman cytomegalovirus infection,0.41337743401527405,0.38465189933776855,0.39034953713417053,0.37460845708847046,0.3428475260734558,0.3517245054244995,0.3575975000858307,0.4047868251800537,0.4584757089614868,0.3904801905155182,0.4194314181804657,0.37195271253585815,0.3453054130077362,0.3419742286205292,0.46695756912231445,0.500930905342102,0.4563678503036499,0.29546472430229187,0.3776090145111084,0.5074384212493896
NHuman immunodeficiency virus 1 infection,0.4118961691856384,0.36337515711784363,0.47146075963974,0.4083366394042969,0.3556078374385834,0.3780789375305176,0.4120454490184784,0.4583195447921753,0.44925060868263245,0.46419715881347656,0.37082555890083313,0.4354606568813324,0.44800901412963867,0.4107609987258911,0.4374769330024719,0.5068737268447876,0.4398508667945862,0.307489812374115,0.3575271964073181,0.4921885132789612
NHuman papillomavirus infection,0.38461834192276,0.3185100257396698,0.4534684717655182,0.31322741508483887,0.3837141990661621,0.37666231393814087,0.31967586278915405,0.36436885595321655,0.4207014739513397,0.4510350823402405,0.3756614029407501,0.452654629945755,0.4720500707626343,0.41297000646591187,0.44557836651802063,0.4558268189430237,0.41920825839042664,0.3598719537258148,0.376971960067749,0.45450279116630554
NHuman T-cell leukemia virus 1 infection,0.364564448595047,0.42026931047439575,0.32371750473976135,0.35272833704948425,0.24165289103984833,0.3154197633266449,0.28360944986343384,0.3438454866409302,0.4444168508052826,0.35133790969848633,0.3770328164100647,0.30703428387641907,0.3382527828216553,0.3500502407550812,0.4737382233142853,0.4169023633003235,0.48975858092308044,0.3372420072555542,0.3354624807834625,0.4967127740383148
NHuntington disease,0.3892381489276886,0.47585731744766235,0.6300463676452637,0.4570888578891754,0.616193950176239,0.4595203399658203,0.5504860877990723,0.6146249771118164,0.648991048336029,0.5671375393867493,0.6008135080337524,0.5221641659736633,0.5039625763893127,0.5269811153411865,0.6004785895347595,0.5881627798080444,0.52220219373703,0.4972672760486603,0.5615244507789612,0.5672706961631775
Nicotine addiction,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NInfluenza A,0.4621742367744446,0.4537002146244049,0.44305649399757385,0.3486885726451874,0.39372822642326355,0.3733968138694763,0.35341382026672363,0.4313834607601166,0.518598735332489,0.40297573804855347,0.4045109450817108,0.3982095718383789,0.35975125432014465,0.3575550317764282,0.5520323514938354,0.6613154411315918,0.5291714668273926,0.24864986538887024,0.388564795255661,0.6121389269828796
NJAK-STAT signaling pathway,0.19974948465824127,0.19839563965797424,0.21146945655345917,0.11097297072410583,0.1297815442085266,0.10298521816730499,0.22777464985847473,0.17540675401687622,0.32538536190986633,0.3263198733329773,0.17360033094882965,0.2599152624607086,0.3346584439277649,0.27038225531578064,0.377424418926239,0.32632243633270264,0.3140825927257538,0.16594943404197693,0.1581554114818573,0.27139848470687866
NLong-term depression,0.3627534508705139,0.2917671501636505,0.37445053458213806,0.33223074674606323,0.35340845584869385,0.3149400055408478,0.35171234607696533,0.3681192994117737,0.3632071316242218,0.3436454236507416,0.38204076886177063,0.34184181690216064,0.3612087070941925,0.2917138636112213,0.3978364169597626,0.3876960575580597,0.33715173602104187,0.2997952699661255,0.3251951336860657,0.42728886008262634
NLong-term potentiation,0.25058096647262573,0.22190344333648682,0.2720351219177246,0.2028772532939911,0.24675020575523376,0.2535417377948761,0.2581331729888916,0.23919419944286346,0.23964570462703705,0.22933581471443176,0.24827222526073456,0.29299160838127136,0.2941877245903015,0.2511686384677887,0.30856427550315857,0.2752208709716797,0.29404914379119873,0.2459547072649002,0.21955756843090057,0.28696057200431824
NMAPK signaling pathway,0.3814282715320587,0.3485831618309021,0.4101521074771881,0.3831605613231659,0.3241243362426758,0.3402642011642456,0.3709336817264557,0.44886866211891174,0.441832572221756,0.4247661232948303,0.407673716545105,0.43496549129486084,0.41463953256607056,0.3941357433795929,0.4087778925895691,0.4427560269832611,0.41143354773521423,0.31902167201042175,0.3283747434616089,0.4582941234111786
NMeasles,0.4462555944919586,0.38454994559288025,0.5365220904350281,0.39602357149124146,0.4243670105934143,0.4549826383590698,0.42182329297065735,0.4528051018714905,0.4815484285354614,0.5181298851966858,0.3904067873954773,0.5149716734886169,0.4957059919834137,0.46097585558891296,0.5513074398040771,0.5672866702079773,0.46791720390319824,0.3162112832069397,0.3712851405143738,0.5225473642349243
